unique_domains_contacted,LoadResource,FindResourceExW,DrawTextExW,LdrGetProcedureAddress,NtTerminateProcess,GetForegroundWindow,RegEnumKeyExW,LdrLoadDll,GetKeyState,NtClose,SizeofResource,NtAllocateVirtualMemory,GetFileAttributesW,CreateProcessInternalW,GetSystemTimeAsFileTime,NtProtectVirtualMemory,SetUnhandledExceptionFilter,NtOpenMutant,NtQueryValueKey,LdrGetDllHandle,NtOpenKey,NtQueryAttributesFile,FindResourceW,CreateDirectoryW,NtFreeVirtualMemory,NtReadFile,NtWriteFile,ransomware_signatures_detected,NtOpenSection,NtDeviceIoControlFile
-0.06253265662632014,-0.20213972984804265,-0.03780834359216403,-0.24151344903346586,-0.3553329989623669,-0.22188060041528837,-0.03972103307385144,-0.15545541599812374,-0.05732317995548098,-0.23831079422567622,-0.16618396116244927,-0.14550294427734214,-0.20074957884576444,-0.16615975365290764,-0.15041193993255172,-0.04061473493429012,-0.1379095738812071,-0.12038330382363403,-0.07997284863410076,-0.389979664221973,-0.21441851089340433,-0.2567024720317671,-0.13454205843262615,-0.23168847233166046,-0.07633413451822633,-0.16278031968729056,-0.16311433097362893,-0.19922830023643998,-0.27266269482385636,-0.25384268957502754,-0.0521212579438474
-0.06253265662632014,-0.23781547485171142,-0.03884691934475504,-0.24151344903346586,-0.3783448174187194,-0.22188060041528837,-0.03989073583884656,-0.15545541599812374,-0.0632010340701839,-0.23831079422567622,-0.16806648384430348,-0.14550294427734214,-0.20893414184589304,-0.16615975365290764,-0.15041193993255172,-0.04067756049440046,-0.1379095738812071,-0.1687408221675919,-0.1963579160597055,-0.40222069206912736,-0.24033878101416623,-0.28899453637203787,-0.13454205843262615,-0.34050129752829067,-0.07633413451822633,-0.16405513296110472,-0.16311433097362893,-0.19922830023643998,-0.27266269482385636,-0.43727131824158694,-0.0521212579438474
-0.06253265662632014,0.1474825711879113,-0.026037818396132537,0.5366661999433745,0.3802516806596588,-0.22188060041528837,-0.024108378694301005,0.5313927038727404,0.02763852952067956,-0.23831079422567622,-0.11180594883803205,0.06661887165408913,-0.004865704376020137,-0.13954932793584973,-0.04525981553824182,-0.03913833427169702,0.10714802500047398,-0.023668267135718336,0.036412218791503984,-0.17340763308001153,0.4897488273872939,0.23942106192330248,-0.11033689911517122,-0.2679594140638705,-0.05144758789865649,-0.041035652038039556,-0.11426564504016581,-0.11827171370235248,-0.27266269482385636,0.9384433967576087,-0.02973434725048244
-0.06253265662632014,-0.20213972984804265,-0.03780834359216403,-0.24151344903346586,-0.3553329989623669,-0.22188060041528837,-0.03972103307385144,-0.15545541599812374,-0.05732317995548098,-0.23831079422567622,-0.16618396116244927,-0.14550294427734214,-0.20074957884576444,-0.16615975365290764,-0.15041193993255172,-0.04061473493429012,-0.1379095738812071,-0.12038330382363403,-0.07997284863410076,-0.389979664221973,-0.21441851089340433,-0.2567024720317671,-0.13454205843262615,-0.23168847233166046,-0.07633413451822633,-0.16278031968729056,-0.16311433097362893,-0.19922830023643998,-0.27266269482385636,-0.25384268957502754,-0.0521212579438474
-0.06253265662632014,-0.23781547485171142,-0.03884691934475504,-0.24151344903346586,-0.3783448174187194,-0.22188060041528837,-0.03989073583884656,-0.15545541599812374,-0.0632010340701839,-0.23831079422567622,-0.16806648384430348,-0.14550294427734214,-0.20893414184589304,-0.16615975365290764,-0.15041193993255172,-0.04067756049440046,-0.1379095738812071,-0.1687408221675919,-0.1963579160597055,-0.40222069206912736,-0.24033878101416623,-0.28899453637203787,-0.13454205843262615,-0.34050129752829067,-0.07633413451822633,-0.16405513296110472,-0.16311433097362893,-0.19922830023643998,-0.27266269482385636,-0.43727131824158694,-0.0521212579438474
-0.06253265662632014,1.1963494742957732,-0.015305868952692064,0.5588470925507905,0.4881691741101394,0.008943895411723213,-0.012059482379647952,0.5313927038727404,0.04153163924634103,0.18496434065681136,0.2251118248515322,0.985813407356958,0.028963822691178042,-0.06426129419978344,0.007316246658913127,-0.023526182584276398,0.10714802500047398,0.024689251208239515,0.2691823536427135,2.5224433458740574,0.5739897052797701,0.7032525315381013,0.3253559685990175,2.9964253418350353,-0.02379586943246777,0.03609055102771632,-0.10436902814974991,-0.11259487989051098,-0.27266269482385636,0.9384433967576087,-0.02963615904568698
-0.06253265662632014,-0.05230160083263381,-0.035731192086982,-0.06221790045685418,-0.22837124196180156,-0.22188060041528837,0.005080496884858507,-0.14686981449973793,-0.04022396798543609,1.6649886316072768,-0.12751156664093,-0.11014930828877026,-0.10580864804427277,-0.16388813194535393,-0.15041193993255172,-0.033452621081710834,-0.03988653432853466,-0.1687408221675919,0.036412218791503984,0.06293836612273777,-0.16041794814181703,-0.0893708659049093,0.1109674146444167,-0.2679594140638705,-0.03762172866556213,-0.10031446927039737,-0.1269536154124939,-0.18417234969199078,-0.27266269482385636,0.9384433967576087,-0.0521212579438474
-0.06253265662632014,-0.1950045808473089,-0.03780834359216403,-0.18328860593899918,-0.20694644546795612,-0.048762228545029686,-0.03972103307385144,0.06777022295990713,-0.04396442060388341,-0.23831079422567622,-0.11766866233294944,-0.14550294427734214,0.6755442997013368,-0.1648616841057341,-0.09783587773539677,-0.04061473493429012,-0.01538077444036655,-0.1687408221675919,-0.07997284863410076,-0.3909212817486772,-0.0956172728399123,-0.23615297654250386,-0.05155294077278068,-0.34050129752829067,0.042568254886385146,0.720665279065913,-0.15372523289810616,-0.18836827033552578,-0.27266269482385636,-0.1621283752417478,-0.0521212579438474
-0.06253265662632014,0.23310435919671635,-0.02880735373637524,-0.005841465079672155,0.5810099589168028,0.03779695739009966,-0.025975109109247253,0.07635582445829293,0.028707230268807366,-0.07854146782101633,-0.1229935122044799,-0.0394420363116265,0.05242623662488,-0.14831129737927123,0.059892308856068076,-0.03932681095202806,-0.09298234741956556,-0.07202578547967618,0.036412218791503984,-0.18753189598057424,-0.06969700271915039,0.06915381358369281,-0.09650537950519697,-0.05033376367061012,-0.029326213125705516,-0.03402417903206175,-0.09891320088964883,-0.15381362974170795,-0.27266269482385636,-0.0704140609084681,-0.05084481128150641
-0.06253265662632014,-0.23781547485171142,-0.03884691934475504,-0.24151344903346586,-0.36485513073740933,-0.13532141448015902,-0.03989073583884656,-0.15545541599812374,-0.0610636325739283,-0.23831079422567622,-0.1673134747715618,-0.14550294427734214,-0.20893414184589304,-0.16583523626611427,-0.15041193993255172,-0.04042625825395908,-0.1338252805665124,-0.1687408221675919,-0.1963579160597055,-0.3993958394890148,-0.2187385559135313,-0.2801876097337822,-0.13454205843262615,-0.34050129752829067,-0.07633413451822633,-0.16405513296110472,-0.16311433097362893,-0.19922830023643998,-0.27266269482385636,-0.43727131824158694,-0.0521212579438474
-0.06253265662632014,0.3329964452069889,-0.02759568202501906,0.2547840230574644,-0.025232430760896925,-0.22188060041528837,-0.03276321970905179,0.333923869409867,-0.018315602648816078,-0.08671923429101788,0.03675198394143416,0.10197250764266101,-0.13909253757812903,-0.07172519409603138,-0.04525981553824182,-0.025285298267366044,-0.11340381399303898,-0.12038330382363403,0.2691823536427135,1.5535189108954555,-0.10857740790029324,0.2041933553702798,-0.02388990155283219,0.530001304044751,-0.03209138497232439,-0.13473442766337934,5.103027772061142,-0.1318467510784952,-0.27266269482385636,0.3881575107579304,-0.0521212579438474
-0.06253265662632014,0.35440189220919016,-0.025864722437367368,0.32779612789020834,0.03348738185186457,0.03779695739009966,0.019674934674438264,0.2995814634163238,-0.009231646289729731,2.115825868296066,-0.09513217651303765,0.03126523566551725,-0.15600730111172814,-0.14246998441699024,0.007316246658913127,-0.03489760896424876,-0.10931952067834429,-0.07202578547967618,0.2691823536427135,0.3642559746680755,-0.09345725032984879,0.23942106192330248,-0.06192658048026136,0.34864659538370063,-0.026561041279086643,-0.13728405421100764,-0.12276658518962563,-0.1678823048406195,-0.27266269482385636,0.3881575107579304,-0.05113937589589279
